ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,296,438,Tafsir09050,923,1430,1584,95,75
1,296,538,Shamela0008362BK1,538,176,579,116,33
1,218,403,JK000087,504,1283,1452,125,83
1,403,628,JK000087,505,1,229,152,80
1,228,538,Shamela0009793,206,31,333,121,45
1,646,1111,JK006801,1222,595,1050,139,26
1,657,871,JK000916,1113,1055,1196,108,64
1,218,622,Shamela0026389,143,718,1149,287,82
1,296,533,JK009266,3366,871,1248,165,56
1,186,622,Shamela0021821,516,479,786,236,67
1,316,495,Shamela0010283,417,1262,1434,119,81
1,200,495,ShamAY0034134,1061,1090,1413,181,67
1,1070,1439,Shamela0000736,2039,753,1163,156,49
1,204,701,Shamela0008473,1705,274,740,250,58
1,296,622,ShamIbadiyya0000193,893,751,1068,176,61
1,326,533,JK005202,3233,39,365,132,49
1,296,622,JK009241,839,4,229,131,50
1,192,538,Shamela0007798,3545,1069,1418,203,68
1,239,583,Shamela0007798,3548,1,348,266,97
1,296,628,Kraken22021802055200,107,84,370,179,66
1,222,622,JK000166,4607,1240,1492,168,50
1,222,871,JK000948,38,537,1176,339,57
1,218,622,MMS00013,1817,787,1177,269,79
1,378,1218,Sham19Y0013252,5849,251,770,260,36
1,231,871,Sham19Y0013252,5850,113,695,274,49
1,247,549,JK000778,84,1173,1444,162,70
1,296,622,JK000116,214,732,1054,192,69
1,316,583,Shamela0023632,1096,1044,1292,174,79
1,326,533,Shamela0001466,668,344,669,133,49
1,222,622,Shamela0023578,1080,377,686,203,63
1,247,622,JK003609,2266,1071,1424,236,80
1,218,880,Shamela0026484,147,5,545,335,59
1,296,622,Shamela0009770,55,77,408,223,82
1,222,511,Shamela0000041,804,1098,1500,186,56
1,222,652,Shamela0005756,9989,872,1158,199,54
1,204,674,JK009176,6,733,1217,295,73
1,218,622,Shamela0022712,199,73,498,278,80
1,1017,1192,Shamela0022712,245,249,415,118,86
1,102,622,Shamela0023700,147,743,1208,284,62
1,967,1206,Shamela0023833,42,1017,1243,144,76
1,378,622,Shamela0023833,43,1,248,164,80
1,200,622,Shamela0012981,2110,1051,1401,232,68
1,296,622,Tafsir01005,2121,619,905,193,75
1,296,622,JK000906,2619,541,906,193,62
1,296,583,Tafsir09068,307,750,1031,201,85
1,222,701,Shamela0004445,780,631,1151,298,67
1,646,880,Shamela0004445,7187,763,991,124,63
1,267,622,JK009396,386,445,751,202,72
1,218,538,Masaha002028Vols,139,1056,1457,229,72
1,326,578,JK000159,16,539,836,157,60
1,316,628,JK009229,1355,418,802,200,61
1,215,533,Shamela0021766,1391,919,1356,207,58
1,445,1150,Sham19Y0014592,2137,1,308,149,26
1,296,591,Shamela0021751,6798,443,729,210,88
1,296,578,JK009313,670,252,557,201,84
1,186,538,Shamela0012581,127,471,802,133,44
2,1125,1417,JK000481,545,299,672,175,60
2,518,706,Shamela0021477,480,113,320,129,73
2,1169,1417,Shamela0023422,526,1169,1439,160,70
2,942,1417,Shamela0023422,529,379,873,209,51
2,1224,1417,Shamela0026745,5,1178,1390,125,67
2,901,1413,Shamela0001727,709,1021,1463,204,47
2,1211,1417,JK001503,1540,100,338,145,78
2,1249,1417,Sham19Y0020638,560,1,195,121,78
2,1224,1417,JK009408,768,707,911,122,72
2,1249,1396,JK000913,3900,1398,1555,111,90
2,1249,1417,Sham19Y0127700,212,1079,1278,124,80
2,948,1136,JK000533,2601,943,1110,119,82
2,1169,1417,Shamela0003722,1886,925,1207,173,77
2,1224,1417,Shamela0003722,1887,317,522,121,72
2,1206,1336,JK000737,40,342,473,98,96
2,1256,1417,JK000559,644,267,459,119,79
2,677,1316,Sham19Y0127660,200,403,986,145,22
2,1224,1417,JK011437,10,997,1196,124,74
2,863,1357,JK000778,270,1189,1448,158,39
2,677,1145,JK000778,987,998,1410,203,53
2,942,1417,Shamela0025794,3322,306,688,197,52
2,927,1396,JK000786,1471,438,823,184,45
2,1159,1417,Shamela0009810,1171,253,528,151,68
2,1224,1336,Shamela0006222,232,505,630,83,86
2,1241,1417,Shamela0001875,788,169,375,125,79
2,953,1417,Shamela0026484,150,629,1039,203,49
2,1151,1376,Shamela0000956,524,1126,1346,111,58
2,855,1417,JK000154,1654,197,1003,193,25
2,1175,1396,JK000977,1196,1149,1367,138,75
2,1224,1417,JK000484,6070,6,240,132,71
2,498,706,Sham19Y0148271,508,175,364,144,88
2,1252,1417,JK000148,1178,869,1063,122,80
2,1159,1417,JK000141,601,604,874,152,69
2,1192,1417,Shamela0023700,739,226,472,152,73
2,1192,1417,Sham19Y0122406,1848,119,353,152,76
2,953,1417,Shamela0001524,1638,396,804,209,49
2,1211,1417,Shamela0001524,1639,153,394,129,62
2,948,1417,Shamela0005803,20,573,1342,296,46
2,855,1145,JK000585,4190,204,708,204,50
2,1211,1417,JK000585,4193,387,614,135,70
2,1252,1417,JK007083,141,272,468,122,80
2,1151,1417,Shamela0021809,713,155,433,171,71
2,987,1388,Shamela0010765,675,1052,1410,197,59
2,1249,1396,JK006897,316,1296,1453,111,90
2,872,1391,JK007039,262,279,986,208,35
2,455,706,Shamela0023100,176,18,250,154,75
2,1159,1417,Shamela0023100,192,488,817,154,60
2,1224,1417,Sham19Y0146127,3360,116,336,133,77
3,848,1032,JK000481,555,300,589,124,55
3,484,721,Shamela0010627,7,1106,1340,160,78
3,548,721,JK009390,7183,1078,1238,122,86
3,548,721,JK009390,7233,939,1099,123,86
3,498,721,JK000916,16910,887,1095,154,84
3,517,721,JK000132,253,1167,1374,157,92
3,162,395,JK009408,1961,103,322,130,65
3,498,721,JK009408,1973,697,915,162,88
3,1294,1470,ShamAY0034447,968,753,916,117,82
3,125,380,Shamela0003722,1811,991,1283,151,59
3,492,721,Shamela0003722,7209,613,835,169,88
3,484,712,ShamAY0035884,3199,659,896,159,79
3,484,721,Sham19Y0001729,710,1244,1466,138,69
3,498,721,JK009141,533,1054,1251,149,82
3,868,1023,JK009152,1743,1,234,104,51
3,548,977,Sham19Y0127677,5224,1110,1389,173,44
3,812,1023,Shamela0025794,4130,654,964,151,61
3,812,946,Shamela0025794,4509,1228,1447,87,48
3,821,1023,Shamela0009622,3,599,788,112,72
3,172,337,ShamAY0033948,47,733,919,124,82
3,848,1023,JK007049,196,464,737,127,58
3,232,721,JK000130,264,876,1395,220,39
3,484,965,JK000707,107,477,956,189,40
3,132,318,JK000011,87,728,920,120,74
3,492,965,JK000484,864,765,1281,214,42
3,484,931,Sham19Y0148271,1993,1043,1467,205,50
3,821,1023,Shamela0009855,2,983,1258,134,60
3,325,721,JK000675,160,187,590,186,55
3,821,1023,JK000487,386,9,287,139,58
3,232,965,JK000475,245,665,1268,251,37
3,812,1250,JK000475,1839,330,766,184,46
3,548,721,Shamela0001438,7286,618,797,133,92
3,492,721,JK000585,2320,1094,1323,170,89
3,1294,1470,JK000585,4740,1211,1372,127,90
3,162,626,JK000033,38,831,1307,190,44
3,821,1023,Shamela0021809,2044,255,545,141,59
3,821,1048,Shamela0004445,4065,665,962,138,57
3,153,405,JK007043,1159,78,388,167,68
3,548,965,JK008001,2903,170,624,170,34
3,232,965,ShamAY0033910,263,751,1430,261,33
3,498,973,ShamAY0034282,516,260,670,209,52
3,498,721,Sham19Y0146127,451,1095,1296,147,79
4,329,702,JK000481,544,933,1350,178,52
4,862,1082,JK007107,211,510,807,120,52
4,518,706,Rafed0002209Vols,1984,843,1052,135,81
4,467,690,AOCP2023090619,108,220,459,120,60
4,536,702,JK009390,7164,861,1063,123,76
4,120,251,Shamela0029953Vols,58,195,318,96,93
4,536,702,JK000637,2510,244,415,125,91
4,887,1082,ShamAY0032927,33,759,1057,126,54
4,887,1082,JK003504,334,376,646,139,64
4,944,1082,Sham19Y0017616,526,347,509,100,80
4,961,1074,JK008250Vols,663,15,188,88,65
4,59,361,Shamela0012403,131,366,718,164,54
4,961,1082,Sham19Y0013605,808,1010,1153,87,78
4,467,702,Shamela0012862,834,1093,1342,141,66
4,911,1082,Shamela0001727,420,100,306,121,76
4,518,887,Shamela0009567,913,868,1367,188,42
4,944,1082,Sham19Y0020638,326,1091,1252,100,80
4,450,702,JK009408,1797,890,1198,163,66
4,65,445,JK009408,1832,548,775,135,42
4,417,887,Sham19Y0017903,981,91,570,159,32
