ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
1,122,611,JK009333,1,258,750,396,98
3,67,792,Sham19Y0014197,83,72,1098,482,52
3,227,461,Shia003362Vols,138,1240,1724,119,29
7,302,885,Sham19Y0147062,52,562,974,195,40
8,933,1284,Sham19Y0011151,369,399,755,245,83
8,1085,1284,Sham19Y0124755,440,0,200,143,85
13,604,803,JK006705,668,1062,1301,155,81
13,604,803,Shia003928Vols,1057,1051,1287,150,80
15,1149,1551,Zaydiyya0000413Vols,1354,183,541,254,75
16,802,1029,Sham19Y0013620,989,1103,1506,140,42
16,798,1033,ShamAY0034200,198,198,568,167,57
16,0,362,Zaydiyya0000413Vols,1354,541,808,199,67
16,798,1029,JK007110,135,1196,1554,166,58
16,798,1029,Shamela0002573,1786,1068,1421,166,59
17,1228,1552,Kraken220414225509,172,1257,1577,232,84
18,188,397,JK000057,107,97,337,125,59
18,0,365,Kraken220414225509,173,77,634,265,59
18,162,365,JK000013,3,13,299,127,50
22,25,1375,AOCP20251104144,180,124,1486,968,81
23,481,1564,AOCP20251104144,181,0,1078,722,75
23,748,854,Sham19Y0149697,3668,663,769,78,93
24,0,474,AOCP20251104144,181,1078,1537,343,87
24,474,1627,AOCP20251104144,182,0,1160,872,89
25,858,1127,AOCP20251104144,182,1346,1606,207,95
25,0,201,AOCP20251104144,182,1160,1354,144,88
25,1127,1593,AOCP20251104144,183,0,471,333,79
25,1022,1127,Hindawi051519061,88,260,365,84,100
25,1022,1127,Shia004456Vols,2654,408,513,84,100
25,975,1127,Kraken220413030847,57,642,796,118,96
25,1022,1127,Shamela0023685,635,1412,1517,84,100
25,1022,1127,Shia003636Vols,13759,7,191,84,57
25,975,1127,JK007603,77,1175,1333,121,96
25,1022,1127,Shamela0026568,595,1246,1351,84,100
25,1022,1127,Shia001174Vols,5944,658,763,83,99
25,1022,1127,Hindawi081316951,173,482,587,84,100
25,1012,1127,Sham19Y0029676,592,1138,1265,89,88
25,975,1127,ShamAY0037820,70,411,719,120,49
26,6,645,AOCP20251104144,68,560,1066,183,28
26,0,1127,AOCP20251104144,183,471,1550,816,87
26,1127,1596,AOCP20251104144,184,0,425,290,68
26,288,397,Hindawi051519061,87,672,781,86,100
26,281,397,ShamAY0034059,651,1026,1164,89,81
26,288,397,Shia003636Vols,13757,1212,1403,85,56
26,288,397,JK007021,223,1306,1415,86,100
26,288,397,ShamAY0037820,69,679,886,86,52
27,0,832,AOCP20251104144,184,425,1251,644,95
27,1102,1313,Sham19Y0032194,14,507,828,133,51
28,1497,1704,ShamAY0034059,3,711,867,118,69
28,1422,1704,JK000030,46,652,860,128,57
28,1497,1708,Kraken220414225509,3,179,340,130,75
28,1497,1704,JK009174,28,672,819,111,67
28,1497,1704,Shamela0010273,944,267,430,118,65
28,1497,1704,JK009365,391,320,469,121,71
28,1497,1704,AOCP20251104112,119,1233,1384,121,72
29,1011,1610,Shamela0009823,532,16,592,388,73
29,757,992,JK009321,143,0,287,182,77
29,744,893,Kraken220218125255,426,696,844,117,96
29,741,961,Kraken220208041040,493,727,936,156,87
29,741,995,JK001160,62,637,881,184,88
29,720,992,Rafed0003943Vols,720,477,753,193,81
