ms1,b1,e1,id2,ms2,b2,e2,ch_match,matches_percent
8,410,632,JK003609,6068,156,337,117,60
8,1249,1468,JK003609,6068,635,854,175,99
8,1181,1474,JK009370Vols,1916,438,714,219,92
8,392,558,JK009370Vols,1916,186,379,129,86
9,326,689,JK003609,6068,337,573,87,29
9,148,299,JK009370Vols,1916,1,152,122,100
10,576,1111,Shamela0023735,254,564,1041,365,82
11,272,601,ShamAY0000443,3266,955,1412,200,52
11,62,706,Shamela0023735,7,516,1188,511,94
14,83,276,Shia003965Vols,3151,575,766,147,95
14,688,815,Shia003965Vols,8933,1264,1391,102,100
14,683,815,Shia003965Vols,9062,1113,1245,106,100
14,462,563,Shia003965Vols,11017,324,425,78,98
14,1055,1233,Shamela0010525,637,1206,1387,132,85
14,138,276,ShamAY0007299,3643,136,273,106,94
14,115,276,Shamela0023735,430,310,456,112,84
14,375,547,Shamela0023735,1064,568,706,95,68
14,1064,1233,Shamela0023735,2431,830,991,129,94
14,1,547,Shamela0000122,74,438,1102,166,23
14,1055,1233,Shamela0000122,157,672,857,135,88
14,913,1059,Shamela0000122,204,176,336,111,86
14,83,276,Masaha004355,49,673,841,123,78
15,527,679,Shia003732Vols,1494,795,962,114,85
15,527,679,Sham19Y0145435,227,153,318,119,90
15,527,679,Masaha002028Vols,961,577,748,117,85
15,551,679,Rafed0002530Vols,519,548,669,92,91
15,508,679,Shia002748Vols,492,939,1170,122,66
15,508,679,ShamAY0038405,305,558,739,123,84
15,527,679,JK000927,773,548,710,114,85
15,527,679,Shamela0023833,405,908,1079,117,85
15,556,666,ShamAY0007299,3394,812,926,84,92
15,527,679,Masaha001961Vols,760,77,455,118,39
15,508,679,Shamela0023735,1112,750,931,123,84
15,834,1055,Shamela0023735,2265,264,463,154,89
15,508,679,Shamela0004445,1391,265,459,128,83
15,508,679,Shamela0000122,65,1084,1266,125,86
15,821,1055,Shamela0000122,151,101,321,166,89
15,1060,1212,Shamela0000122,207,817,962,117,95
16,873,1054,Shia003965Vols,1089,205,389,139,94
